tenure_months,monthly_charges_inr,avg_login_days_per_month,support_tickets_last_90_days,payment_delay_days,data_usage_gb,satisfaction_score,last_complaint_days_ago,discount_percent,autopay_enabled,referral_count,region_East,region_North,region_South,region_West,plan_type_Enterprise,plan_type_Premium,plan_type_Standard,contract_type_One-year,contract_type_Two-year,payment_method_Debit Card,payment_method_Net Banking,payment_method_UPI,payment_method_Wallet,churn
-0.6816659,-0.83990437,-0.57433367,0.72042,-0.12930807,-0.48829558,-0.19092034,-0.83648217,1.551331,1.0,0.07765797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6103293,1.0362735,-0.019533586,2.0975668,-0.12930807,0.57923496,-3.8888154,-0.83648217,-1.0941576,0.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6103293,1.1670728,0.7201999,2.0975668,1.4301863,0.6836694,-1.0493603,-0.83648217,-0.4327854,0.0,1.0334483,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0304128,-0.061464597,-0.019533586,-0.65672696,-0.6491395,-1.1089618,-0.38902187,0.0031371645,0.22858675,0.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.6023931,1.0721128,0.35033312,-0.65672696,-0.6491395,0.5227063,0.7335534,-0.56269324,0.22858675,1.0,0.07765797,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.95907617,0.55733895,0.16539977,-0.65672696,0.39052337,-0.29054087,0.66751957,-0.14288358,-1.0941576,0.0,0.07765797,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.10303682,-0.84148055,-1.6839339,0.031846523,-0.6491395,-0.34745285,0.6014857,0.78799874,-1.0941576,0.0,1.0334483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.25364622,-0.2782319,-0.57433367,0.72042,-0.3892238,-0.32235026,0.8656211,-0.83648217,0.22858675,1.0,2.9450293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-1.0383489,1.9976825,-0.9442004,2.0975668,-0.90905523,2.5228648,-1.973834,-0.83648217,-0.4327854,0.0,-0.87813246,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2.100462,-0.9863108,0.16539977,-0.65672696,2.469849,-0.33365598,0.66751957,-0.7452192,-1.0941576,0.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.6816659,-0.84429705,-1.1291337,0.031846523,0.39052337,-1.0064436,-1.2474618,-0.17938878,-1.0941576,0.0,0.07765797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.2523588,0.08954124,-0.019533586,0.031846523,-0.12930807,-0.31890103,0.3373504,1.6276181,-1.0941576,1.0,1.0334483,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.53105646,1.0506402,-0.20446695,-0.65672696,-0.3892238,0.6815615,1.5919933,-0.16113618,-1.0941576,1.0,1.9892387,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.31704664,0.039671075,-1.6839339,0.031846523,-0.6491395,-0.39133444,-0.7852249,1.3355765,1.551331,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.82433915,0.8648027,-0.019533586,0.031846523,-0.90905523,1.455526,0.79958725,0.6602306,0.88995886,1.0,0.07765797,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-1.0383489,0.5526878,0.7201999,0.031846523,-0.90905523,1.2548969,1.0637226,-0.6904614,1.551331,0.0,0.07765797,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.1810222,1.1212336,0.16539977,2.0975668,-0.6491395,0.9293298,-0.7852249,-0.6904614,-1.0941576,1.0,1.0334483,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.82433915,2.877904,1.6448667,0.031846523,1.4301863,1.926918,-0.2569542,0.73324096,-1.0941576,0.0,-0.87813246,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.1017494,1.0371519,1.0900666,-0.65672696,-0.3892238,0.06645239,2.0542302,0.5689676,-0.4327854,1.0,1.0334483,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0278378,0.0052270656,-1.1291337,-0.65672696,-0.3892238,-0.014604052,-0.38902187,-0.5261881,1.551331,0.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.10303682,-0.7755899,-0.3894003,-0.65672696,0.39052337,-1.1392382,1.1957903,-0.7452192,0.22858675,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.46765608,-1.0858185,-2.9784675,0.031846523,-0.90905523,-0.9207882,-1.0493603,-0.83648217,-1.0941576,1.0,0.07765797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.0304128,-0.38649923,0.16539977,-0.65672696,1.690102,-0.65213305,0.6014857,0.31343126,0.22858675,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.82433915,-0.25753447,-1.1291337,-1.3453004,-0.12930807,0.5384193,0.2052827,-0.59919846,0.22858675,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.1096855,-0.9679906,-1.6839339,-0.65672696,0.91035485,-1.7175558,-0.9172926,-0.01511543,1.551331,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.1096855,-0.74876857,-0.57433367,-0.65672696,4.0293436,-0.4438391,0.2052827,-0.39841992,0.22858675,1.0,0.07765797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.39631945,2.1623056,0.16539977,0.031846523,-0.3892238,3.3606398,0.6014857,1.536355,-1.0941576,1.0,-0.87813246,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.4584324,-0.9029268,-0.3894003,-1.3453004,2.2099335,0.09021361,0.66751957,-0.7452192,1.551331,0.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.82433915,-0.78574485,-1.1291337,-0.65672696,1.690102,-0.94110024,-0.124886505,0.34993646,-1.0941576,0.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5389927,-0.32019517,-0.019533586,0.72042,-0.90905523,0.51331675,-0.9172926,-0.58094585,0.22858675,1.0,0.07765797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.6737297,-0.74254125,-0.75926703,-1.3453004,1.690102,-0.8106051,0.66751957,1.6823758,-1.0941576,0.0,2.9450293,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.18230963,0.69842243,1.6448667,1.4089935,-0.90905523,0.93469524,-0.19092034,-0.47143027,-1.0941576,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.6103293,-0.9625643,0.7201999,-0.65672696,2.2099335,-0.2867084,-1.2474618,-0.14288358,0.22858675,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6023931,-0.9377067,-0.9442004,0.031846523,-0.90905523,-0.46166003,-0.32298803,1.6276181,-1.0941576,1.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.7424915,-1.0700564,-0.75926703,0.031846523,-0.6491395,-0.60480225,1.3938918,-0.48968288,-0.4327854,1.0,1.9892387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.8956757,-0.9575514,0.35033312,0.031846523,1.9500177,-0.6958231,-1.3795295,-0.5261881,-0.4327854,0.0,0.07765797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.6737297,1.2470717,-0.20446695,0.031846523,-0.6491395,1.2652446,-0.98332644,0.69673574,0.88995886,1.0,0.07765797,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.25364622,0.09641454,-0.20446695,0.72042,-0.12930807,-0.47871444,1.2618241,-0.81822956,1.551331,1.0,1.0334483,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.82433915,0.7714706,-0.019533586,-0.65672696,-0.12930807,0.72525156,0.27131656,-0.47143027,0.22858675,0.0,0.07765797,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.9577887,-0.91788787,-1.3140671,0.031846523,-0.6491395,-0.88399667,-0.7191911,0.36818904,1.551331,1.0,0.07765797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.8956757,0.09597527,-1.1291337,-1.3453004,-0.12930807,0.2624825,-0.7191911,-0.6904614,-1.0941576,1.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.110973015,-0.05885481,0.7201999,-0.65672696,-0.3892238,-0.18802267,1.5259595,0.2221683,0.88995886,1.0,1.0334483,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2.6711547,-1.0487906,-1.8688672,-0.65672696,-0.90905523,-0.737022,-0.5871234,-0.14288358,0.22858675,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.8956757,-1.0077575,-0.3894003,-1.3453004,0.13060765,-0.48791233,1.0637226,-0.19764137,-1.0941576,1.0,0.07765797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.96701235,-0.9243994,-1.1291337,1.4089935,0.91035485,-1.4885665,-0.7191911,0.5872202,-1.0941576,1.0,1.0334483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.6103293,1.153843,0.35033312,0.031846523,-0.12930807,0.17816848,-1.1153941,-0.5261881,0.88995886,0.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
3.3131843,-0.9824865,-0.3894003,-0.65672696,-0.6491395,-1.4933571,0.7335534,-0.36191472,-1.0941576,0.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.039636403,-0.34308892,-0.019533586,-1.3453004,0.39052337,0.17567737,0.7335534,0.34993646,0.22858675,0.0,3.9008195,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.2444226,-0.2985417,-1.6839339,-0.65672696,-0.90905523,0.23335584,-1.3134956,-0.83648217,-1.0941576,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.45971987,-0.7068311,-0.3894003,0.031846523,-0.3892238,0.31652012,0.2052827,-0.708714,-1.0941576,1.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.18230963,0.7238743,0.5352665,1.4089935,-0.6491395,0.5928402,-1.6436648,0.4777046,0.22858675,1.0,0.07765797,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.82433915,2.4041114,0.5352665,-0.65672696,-0.90905523,2.6136942,-0.38902187,0.73324096,0.88995886,1.0,-0.87813246,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.88773954,-1.0371886,-1.6839339,-1.3453004,-0.6491395,-1.5678984,0.46941808,1.043535,-1.0941576,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.031700205,2.7923753,1.0900666,-0.65672696,-0.3892238,1.7715119,1.2618241,0.09440014,0.88995886,1.0,2.9450293,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.46765608,-0.12079201,-1.4990004,-0.65672696,1.9500177,-0.45782757,0.27131656,0.31343126,-0.4327854,0.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.18230963,1.5386443,-0.019533586,0.72042,5.588838,1.0381715,-0.52108955,-0.069873214,1.551331,0.0,0.07765797,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.6023931,-1.0412713,1.4599333,0.72042,-0.6491395,-1.5747968,-0.85125875,-0.81822956,1.551331,1.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.6816659,-0.983701,0.16539977,0.72042,-0.6491395,-0.43732393,-1.3795295,-0.83648217,-0.4327854,0.0,1.0334483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.53105646,0.9824498,0.7201999,0.72042,-0.90905523,0.7984514,2.0542302,-0.36191472,-1.0941576,1.0,0.07765797,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.1017494,0.089903,0.7201999,-1.3453004,0.6504391,-0.49960133,0.46941808,0.14915791,1.551331,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.110973015,-0.50070965,1.8298,0.031846523,2.2099335,-0.9317107,0.66751957,-0.83648217,0.22858675,1.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.32498285,1.0466092,0.90513325,0.031846523,0.13060765,1.8102198,0.66751957,-0.799977,0.22858675,1.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-1.5377052,0.16455321,0.7201999,1.4089935,0.39052337,-0.2807681,-1.4455633,-0.83648217,0.22858675,1.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.6816659,1.2427566,-1.1291337,2.7861404,0.39052337,0.29333377,-1.6436648,-0.83648217,-1.0941576,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.38838327,-0.858147,-1.1291337,0.72042,0.13060765,-0.8360909,0.07321502,-0.4531777,0.88995886,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.3236954,-0.0074859518,1.275,0.031846523,0.39052337,-0.42755115,0.8656211,-0.19764137,-1.0941576,1.0,1.0334483,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-1.1096855,2.4481678,0.5352665,-0.65672696,-0.12930807,1.4493941,-0.19092034,-0.617451,0.22858675,1.0,0.07765797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.82433915,1.1055232,0.7201999,2.7861404,1.690102,0.86245346,-0.7191911,-0.83648217,0.22858675,1.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.18230963,1.2637383,0.35033312,-0.65672696,-0.3892238,0.35369495,0.93165493,-0.033368025,-1.0941576,0.0,1.9892387,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.95907617,-0.8204731,1.0900666,-0.65672696,-0.12930807,0.01164827,0.5354519,0.55071497,0.88995886,1.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.46765608,-0.07673572,0.7201999,-0.65672696,-0.3892238,0.011073402,0.79958725,1.4815973,-1.0941576,0.0,1.0334483,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.6023931,-0.8986375,-0.57433367,0.72042,2.469849,-1.0346122,-1.181428,0.5689676,-1.0941576,1.0,1.0334483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.6103293,-0.0074859518,0.7201999,-1.3453004,2.469849,0.10056125,-0.38902187,0.93401945,0.88995886,0.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-1.395032,-0.1954939,0.5352665,0.031846523,-0.6491395,-0.10045106,0.3373504,-0.56269324,1.551331,0.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.110973015,-1.0007033,-0.019533586,-0.65672696,-0.3892238,-1.0012698,0.46941808,1.2990713,-1.0941576,1.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.6103293,-0.20955057,-0.3894003,-0.65672696,-0.90905523,0.073925674,-0.4550557,-0.051620618,-1.0941576,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.10303682,-0.96956676,-0.20446695,-1.3453004,-0.6491395,0.07814138,1.724061,0.38644165,0.22858675,1.0,1.0334483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.031700205,-0.88879263,0.7201999,-0.65672696,-0.3892238,-1.0974644,-0.5871234,0.45945203,1.551331,0.0,0.07765797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.46765608,0.8486014,0.16539977,0.72042,0.13060765,-0.013837561,-0.32298803,-0.83648217,-0.4327854,1.0,1.0334483,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.10303682,-0.20228969,1.275,0.72042,-0.90905523,-0.019394621,0.5354519,-0.83648217,1.551331,0.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.6011057,-0.2229871,-0.57433367,-0.65672696,0.13060765,0.47863302,0.40338424,-0.5261881,-1.0941576,0.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.5389927,-0.22794828,-0.20446695,0.72042,-0.90905523,-0.39976585,-0.52108955,-0.81822956,0.22858675,1.0,0.07765797,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.46765608,-0.824504,-0.20446695,-0.65672696,0.39052337,-1.231792,-0.38902187,-0.4531777,0.22858675,0.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.46765608,0.41811588,1.6448667,0.031846523,-0.90905523,1.3608643,0.79958725,-0.617451,0.22858675,1.0,1.0334483,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.82433915,-1.1536472,0.16539977,0.72042,-0.90905523,-0.3175597,0.27131656,0.45945203,0.22858675,0.0,1.0334483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.031700205,0.73015326,1.8298,0.031846523,0.39052337,0.91112566,0.2052827,-0.59919846,0.88995886,0.0,1.0334483,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.6103293,-0.92636317,0.90513325,2.0975668,-0.12930807,-0.23516189,-0.65315723,-0.83648217,0.88995886,1.0,0.07765797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.31704664,0.10822318,0.90513325,0.031846523,0.6504391,-0.43176687,0.13924886,0.8245039,-0.4327854,0.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.82433915,-0.7686133,2.1996667,0.031846523,-0.6491395,-0.3572256,-0.5871234,0.62372535,-0.4327854,1.0,-0.87813246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.53105646,0.045562472,1.8298,-0.65672696,-0.3892238,0.6415124,0.27131656,-0.6357036,-0.4327854,1.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.110973015,-0.9670603,-0.57433367,-0.65672696,0.13060765,-1.1607,-0.4550557,0.93401945,1.551331,0.0,1.0334483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
0.17437343,0.30625683,0.16539977,0.031846523,-0.90905523,0.07315919,-1.973834,-0.83648217,0.22858675,0.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.6011057,-0.99724084,-1.6839339,-0.65672696,0.91035485,-0.72111726,0.2052827,-0.50793546,-0.4327854,0.0,0.07765797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.25364622,-0.91669923,-0.3894003,1.4089935,0.39052337,-1.5859109,-1.4455633,-0.83648217,1.551331,1.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.82433915,1.9679154,0.16539977,-0.65672696,-0.90905523,2.8892477,0.07321502,0.36818904,-0.4327854,0.0,0.07765797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.8956757,0.94588697,-0.3894003,2.7861404,-0.90905523,-0.1991368,-2.436071,-0.5261881,1.551331,1.0,0.07765797,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.1017494,0.30778137,0.35033312,1.4089935,-0.90905523,0.28049505,-0.85125875,-0.7269666,0.88995886,0.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-1.4663687,-1.0287908,-0.57433367,0.72042,0.39052337,-0.85716945,-1.3795295,-0.25239915,-1.0941576,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.25364622,-0.8986116,-0.57433367,0.031846523,-0.90905523,-1.7175558,-0.4550557,-0.08812581,0.22858675,1.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.31704664,-1.0175765,-0.75926703,-0.65672696,0.91035485,0.08791414,1.5259595,-0.83648217,-1.0941576,0.0,2.9450293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.31704664,-0.8981723,-0.20446695,0.031846523,2.469849,-1.1114529,-0.05885266,0.97052467,-1.0941576,1.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.110973015,-0.2953893,-0.57433367,-1.3453004,-0.6491395,-0.28766653,0.5354519,-0.708714,0.22858675,1.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.96701235,-0.21885279,-0.75926703,0.031846523,-0.12930807,0.0699016,1.1297565,-0.23414657,-1.0941576,0.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.6103293,-1.0201863,-0.019533586,0.72042,-0.6491395,-0.851804,-1.2474618,-0.23414657,0.22858675,1.0,-0.87813246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.88773954,-0.10983608,-0.3894003,-0.65672696,-0.90905523,-0.24110219,-0.7191911,0.0031371645,1.551331,1.0,-0.87813246,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.53105646,-1.1615282,-1.4990004,-1.3453004,-0.12930807,-0.3696811,-0.85125875,-0.4531777,-1.0941576,1.0,-0.87813246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.110973015,-0.37732622,0.16539977,0.031846523,-0.12930807,-0.4009156,-0.19092034,0.9157669,1.551331,0.0,1.9892387,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.82433915,1.0367385,1.275,0.72042,-0.6491395,0.12911303,1.9221625,-0.5261881,-1.0941576,1.0,0.07765797,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.6103293,-0.08965545,-0.75926703,2.0975668,0.39052337,-0.34247065,-0.9172926,0.6784831,-0.4327854,1.0,0.07765797,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.5389927,0.7885505,1.0900666,1.4089935,-0.3892238,1.2156142,-1.181428,2.5037425,0.22858675,0.0,-0.87813246,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.82433915,0.5667703,0.35033312,0.72042,2.2099335,0.42114618,-0.124886505,0.62372535,0.88995886,0.0,1.0334483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
-0.7530025,1.0111316,-1.4990004,0.72042,-0.12930807,-0.058868915,-0.32298803,1.1895558,-1.0941576,0.0,0.07765797,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
